call_id,manager,call_date,duration_sec,to_number,direction_type
Ку_489,Кузнецов,2024-03-02 18:52:45,764,+79804674903,исходящий
Ку_490,Кузнецов,2024-03-09 13:20:35,780,+79571755668,внутренний
Ку_491,Кузнецов,2024-05-26 13:50:19,790,+79273768263,внутренний
Ку_492,Кузнецов,2024-12-24 19:25:37,806,+79250188999,внутренний
Ку_493,Кузнецов,2024-12-31 18:15:39,755,+79479823041,внутренний
Ку_494,Кузнецов,2024-06-10 15:35:10,750,+79902182950,входящий
Ку_495,Кузнецов,2024-08-14 19:24:04,704,+79565961168,входящий
Ку_496,Кузнецов,2024-12-12 17:13:52,823,+79106238675,исходящий
Ку_497,Кузнецов,2024-08-17 18:50:27,773,+79485727515,исходящий
Ку_498,Кузнецов,2024-06-26 17:34:44,784,+79861518573,внутренний
Ку_499,Кузнецов,2024-12-10 15:11:42,778,+79313099766,исходящий
Ку_500,Кузнецов,2024-02-25 13:47:59,763,+79218826331,исходящий
Ку_501,Кузнецов,2024-03-18 19:07:37,772,+79303546093,исходящий
Ку_502,Кузнецов,2024-09-26 19:20:35,745,+79405908799,входящий
Ку_503,Кузнецов,2024-07-24 13:52:28,753,+79143224883,исходящий
Ку_504,Кузнецов,2024-10-07 14:19:25,733,+79243538161,внутренний
Ку_505,Кузнецов,2024-08-15 13:38:06,809,+79523640548,входящий
Ку_506,Кузнецов,2024-08-26 18:20:31,779,+79552105185,исходящий
Ку_507,Кузнецов,2024-10-14 12:05:13,821,+79898782296,исходящий
Ку_508,Кузнецов,2024-03-22 14:56:37,831,+79455637797,входящий
Ку_509,Кузнецов,2024-11-29 12:48:09,720,+79133937268,входящий
Ку_510,Кузнецов,2024-09-06 14:28:34,791,+79272134233,внутренний
Ку_511,Кузнецов,2024-07-11 16:24:39,721,+79815331979,исходящий
Ку_512,Кузнецов,2024-04-15 19:12:13,767,+79313665951,входящий
Ку_513,Кузнецов,2024-07-07 17:19:36,771,+79614639071,входящий
Ку_514,Кузнецов,2024-10-02 16:58:59,723,+79814299118,исходящий
Ку_515,Кузнецов,2024-03-14 18:45:58,740,+79385400169,исходящий
Ку_516,Кузнецов,2024-01-10 17:05:37,773,+79227552271,исходящий
Ку_517,Кузнецов,2024-05-02 12:39:32,767,+79552147658,входящий
Ку_518,Кузнецов,2024-08-03 18:54:08,731,+79625132584,внутренний
Ку_519,Кузнецов,2024-10-16 16:03:23,741,+79690690799,исходящий
Ку_520,Кузнецов,2024-02-09 12:00:45,717,+79632111648,исходящий
Ку_521,Кузнецов,2024-07-11 17:07:55,726,+79958800276,исходящий
Ку_522,Кузнецов,2024-05-06 16:55:01,751,+79832008973,исходящий
Ку_523,Кузнецов,2024-10-15 15:27:44,791,+79866996292,внутренний
Ку_524,Кузнецов,2024-03-11 18:40:20,795,+79236831207,внутренний
Ку_525,Кузнецов,2024-05-16 18:25:24,817,+79448845506,исходящий
Ку_526,Кузнецов,2024-05-23 18:34:13,775,+79906476640,внутренний
Ку_527,Кузнецов,2024-12-19 14:30:08,767,+79920760420,внутренний
Ку_528,Кузнецов,2024-10-25 15:35:24,777,+79937881000,внутренний
Ку_529,Кузнецов,2024-12-10 17:53:26,776,+79529363615,входящий
Ку_530,Кузнецов,2024-09-25 14:18:55,713,+79638866546,исходящий
Ку_531,Кузнецов,2024-05-18 14:08:00,818,+79879530718,входящий
Ку_532,Кузнецов,2024-02-21 13:41:01,704,+79896601758,внутренний
Ку_533,Кузнецов,2024-01-17 14:46:56,796,+79986523469,входящий
Ку_534,Кузнецов,2024-06-13 19:42:27,763,+79517522908,исходящий
Ку_535,Кузнецов,2024-01-13 14:05:08,729,+79241108650,исходящий
Ку_536,Кузнецов,2024-07-08 18:55:29,778,+79217824679,исходящий
Ку_537,Кузнецов,2024-12-05 18:39:11,758,+79215834822,исходящий
Ку_538,Кузнецов,2024-12-18 19:32:27,741,+79951169063,внутренний
Ку_539,Кузнецов,2024-12-27 19:24:22,720,+79122712010,исходящий
Ку_540,Кузнецов,2024-12-17 15:11:27,718,+79235424162,внутренний
Ку_541,Кузнецов,2024-09-20 12:36:31,743,+79267011940,входящий
Ку_542,Кузнецов,2024-11-07 15:45:32,750,+79469496625,исходящий
Ку_543,Кузнецов,2024-08-08 16:26:59,725,+79636871915,исходящий
Ку_544,Кузнецов,2024-04-13 17:02:02,763,+79114655448,входящий
Ку_545,Кузнецов,2024-12-04 19:45:23,730,+79923973312,исходящий
Ку_546,Кузнецов,2024-07-16 13:37:30,773,+79834909347,исходящий
Ку_547,Кузнецов,2024-10-26 13:09:46,799,+79353945243,исходящий
Ку_548,Кузнецов,2024-12-24 16:29:33,770,+79155877346,внутренний
Ку_549,Кузнецов,2024-06-17 13:33:56,759,+79828330158,исходящий
Ку_550,Кузнецов,2024-05-28 13:15:30,746,+79991029364,входящий
Ку_551,Кузнецов,2024-09-05 13:43:40,805,+79467371097,входящий
Ку_552,Кузнецов,2024-09-12 16:39:03,756,+79561349329,исходящий
Ку_553,Кузнецов,2024-02-11 17:34:49,836,+79741117091,входящий
Ку_554,Кузнецов,2024-07-20 12:30:29,726,+79891811110,входящий
Ку_555,Кузнецов,2024-08-31 19:36:46,770,+79108620954,исходящий
Ку_556,Кузнецов,2024-06-05 17:26:22,804,+79566356688,исходящий
Ку_557,Кузнецов,2024-10-12 16:18:10,741,+79615603325,исходящий
Ку_558,Кузнецов,2024-10-08 12:44:59,755,+79410812427,внутренний
Ку_559,Кузнецов,2024-08-25 16:46:50,781,+79403035036,исходящий
Ку_560,Кузнецов,2024-01-19 16:03:40,773,+79621762558,исходящий
Ку_561,Кузнецов,2024-02-22 19:37:10,779,+79188707067,внутренний
Ку_562,Кузнецов,2024-03-25 12:42:18,797,+79917010043,исходящий
Ку_563,Кузнецов,2024-09-29 12:18:31,751,+79560583638,исходящий
Ку_564,Кузнецов,2024-12-25 13:08:32,805,+79366016633,исходящий
Ку_565,Кузнецов,2024-07-31 13:54:50,710,+79763157083,входящий
Ку_566,Кузнецов,2024-12-26 16:16:08,794,+79263741036,исходящий
Ку_567,Кузнецов,2024-04-13 16:17:54,796,+79883024695,исходящий
Ку_568,Кузнецов,2024-07-10 16:00:47,739,+79648939598,внутренний
Ку_569,Кузнецов,2024-06-25 13:38:11,718,+79300639654,внутренний
Ку_570,Кузнецов,2024-05-26 14:42:28,755,+79367862922,исходящий
Ку_571,Кузнецов,2024-03-21 17:51:11,774,+79401870524,входящий
Ку_572,Кузнецов,2024-07-11 16:50:44,752,+79923267499,входящий
Ку_573,Кузнецов,2024-02-06 15:31:11,777,+79223501774,исходящий
Ку_574,Кузнецов,2024-11-21 12:21:05,820,+79382963966,исходящий
Ку_575,Кузнецов,2024-06-02 14:38:59,721,+79852645523,входящий
Ку_576,Кузнецов,2024-05-09 14:53:31,703,+79365594731,исходящий
Ку_577,Кузнецов,2024-02-28 18:49:24,760,+79815466869,входящий
Ку_578,Кузнецов,2024-08-11 15:42:28,741,+79981122649,внутренний
Ку_579,Кузнецов,2024-09-05 14:13:36,747,+79560805888,входящий
Ку_580,Кузнецов,2024-08-27 17:03:41,800,+79313043758,внутренний
Ку_581,Кузнецов,2024-10-19 16:48:52,758,+79608838545,внутренний
Ку_582,Кузнецов,2024-10-13 13:03:10,761,+79858556609,исходящий
Ку_583,Кузнецов,2024-07-22 19:25:30,749,+79940435889,внутренний
Ку_584,Кузнецов,2024-04-08 16:30:47,761,+79969679843,исходящий
Ку_585,Кузнецов,2024-12-15 15:24:43,770,+79210665085,исходящий
Ку_586,Кузнецов,2024-06-24 18:30:16,845,+79852848656,исходящий
Ку_587,Кузнецов,2024-09-18 14:33:55,770,+79884321926,исходящий
Ку_588,Кузнецов,2024-09-27 18:00:18,797,+79639376963,исходящий
Ку_589,Кузнецов,2024-05-22 19:24:43,767,+79756164110,исходящий
Ку_590,Кузнецов,2024-07-07 17:33:43,701,+79294549403,исходящий
Ку_591,Кузнецов,2024-09-28 12:06:58,745,+79302581790,входящий
Ку_592,Кузнецов,2024-01-20 17:54:27,770,+79734792087,исходящий
Ку_593,Кузнецов,2024-11-28 16:21:17,783,+79775284722,входящий
Ку_594,Кузнецов,2024-10-26 16:51:06,768,+79781264701,входящий
Ку_595,Кузнецов,2024-02-15 16:41:37,789,+79259693433,входящий
Ку_596,Кузнецов,2024-04-04 18:29:49,718,+79346299407,входящий
Ку_597,Кузнецов,2024-03-04 15:46:43,763,+79229344220,входящий
Ку_598,Кузнецов,2024-05-10 15:33:21,802,+79242051544,внутренний
Ку_599,Кузнецов,2024-01-09 14:20:35,733,+79530874516,входящий
Ку_600,Кузнецов,2024-07-21 12:43:00,795,+79141195640,исходящий
Ку_601,Кузнецов,2024-10-24 13:00:26,794,+79394056688,входящий
Ку_602,Кузнецов,2024-06-22 13:33:06,725,+79306348901,внутренний
Ку_603,Кузнецов,2024-03-13 19:22:14,772,+79256990862,исходящий
Ку_604,Кузнецов,2024-03-24 16:16:12,767,+79557739343,исходящий
Ку_605,Кузнецов,2024-02-28 12:01:39,757,+79118963722,исходящий
Ку_606,Кузнецов,2024-01-21 13:03:38,716,+79761926785,исходящий
Ку_607,Кузнецов,2024-06-05 15:38:40,754,+79314365568,исходящий
Ку_608,Кузнецов,2024-11-14 13:45:07,757,+79197641175,входящий
Ку_609,Кузнецов,2024-11-24 13:54:38,711,+79154712904,внутренний
Ку_610,Кузнецов,2024-03-01 14:24:42,723,+79508400544,исходящий
Ку_611,Кузнецов,2024-03-04 14:57:07,734,+79537332024,исходящий
Ку_612,Кузнецов,2024-11-20 14:16:18,730,+79663683515,внутренний
Ку_613,Кузнецов,2024-06-16 19:42:59,772,+79429043827,исходящий
Ку_614,Кузнецов,2024-07-21 13:40:29,789,+79851789855,внутренний
Ку_615,Кузнецов,2024-05-08 16:49:27,752,+79780011404,исходящий
Ку_616,Кузнецов,2024-09-01 17:16:10,785,+79348493551,внутренний
Ку_617,Кузнецов,2024-04-15 13:17:49,790,+79338129347,входящий
Ку_618,Кузнецов,2024-11-16 12:24:24,759,+79460968220,внутренний
Ку_619,Кузнецов,2024-05-01 17:03:16,774,+79557495466,внутренний
Ку_620,Кузнецов,2024-11-13 16:11:28,755,+79614531970,входящий
Ку_621,Кузнецов,2024-06-30 13:31:59,728,+79165873766,входящий
Ку_622,Кузнецов,2024-04-12 15:39:25,739,+79647461968,исходящий
Ку_623,Кузнецов,2024-11-11 14:41:31,772,+79558565952,внутренний
Ку_624,Кузнецов,2024-10-28 13:09:34,758,+79791353541,входящий
Ку_625,Кузнецов,2024-09-17 18:13:39,784,+79155464661,исходящий
Ку_626,Кузнецов,2024-04-22 13:58:28,705,+79426728893,входящий
Ку_627,Кузнецов,2024-03-10 16:06:02,712,+79218170604,исходящий
Ку_628,Кузнецов,2024-06-08 13:04:36,716,+79389100789,исходящий
Ку_629,Кузнецов,2024-08-27 16:49:28,767,+79490386919,внутренний
Ку_630,Кузнецов,2024-01-11 12:57:31,720,+79401244644,исходящий
Ку_631,Кузнецов,2024-05-17 14:41:40,771,+79476909699,внутренний
Ку_632,Кузнецов,2024-06-15 12:59:02,784,+79864059216,исходящий
Ку_633,Кузнецов,2024-09-03 18:17:09,807,+79548903755,входящий
Ку_634,Кузнецов,2024-12-19 17:57:25,804,+79365180555,исходящий
Ку_635,Кузнецов,2024-01-31 12:32:45,741,+79443426534,исходящий
Ку_636,Кузнецов,2024-01-12 19:30:27,712,+79151063294,внутренний
Ку_637,Кузнецов,2024-08-30 18:54:46,743,+79295154324,внутренний
Ку_638,Кузнецов,2024-04-17 13:34:14,791,+79143904371,входящий
Ку_639,Кузнецов,2024-12-01 12:24:44,750,+79100575452,входящий
Ку_640,Кузнецов,2024-11-18 19:07:36,761,+79155974840,входящий
Ку_641,Кузнецов,2024-07-12 17:21:43,745,+79809132123,внутренний
Ку_642,Кузнецов,2024-11-03 16:25:03,809,+79899674279,внутренний
Ку_643,Кузнецов,2024-05-12 13:23:34,731,+79445357898,внутренний
Ку_644,Кузнецов,2024-10-07 17:05:53,764,+79327609166,исходящий
Ку_645,Кузнецов,2024-10-17 19:48:49,795,+79406356763,исходящий
Ку_646,Кузнецов,2024-06-11 16:41:12,817,+79606868597,исходящий
Ку_647,Кузнецов,2024-10-04 14:35:02,741,+79400818814,входящий
Ку_648,Кузнецов,2024-07-21 18:42:12,791,+79751247855,исходящий
Ку_649,Кузнецов,2024-04-05 16:44:24,743,+79208192050,входящий
Ку_650,Кузнецов,2024-08-10 13:40:44,803,+79562683433,входящий
Ку_651,Кузнецов,2024-08-24 17:31:05,814,+79298470441,внутренний
Ку_652,Кузнецов,2024-04-26 19:47:12,735,+79370865381,внутренний
Ку_653,Кузнецов,2024-07-10 14:02:12,781,+79627514698,исходящий
Ку_654,Кузнецов,2024-10-02 12:46:37,795,+79490392385,исходящий
Ку_655,Кузнецов,2024-04-15 15:31:24,753,+79458932723,исходящий
Ку_656,Кузнецов,2024-01-04 13:50:34,778,+79426800512,внутренний
Ку_657,Кузнецов,2024-01-18 16:31:34,780,+79219752941,внутренний
Ку_658,Кузнецов,2024-11-02 19:01:02,822,+79204031858,внутренний
Ку_659,Кузнецов,2024-01-20 17:03:21,703,+79818276952,внутренний
Ку_660,Кузнецов,2024-05-01 12:25:07,760,+79114669009,входящий
Ку_661,Кузнецов,2024-05-16 15:51:41,724,+79833324339,исходящий
Ку_662,Кузнецов,2024-03-20 19:43:55,762,+79692456620,исходящий
Ку_663,Кузнецов,2024-06-02 14:47:37,738,+79927279038,исходящий
Ку_664,Кузнецов,2024-12-23 15:59:04,754,+79239917245,внутренний
Ку_665,Кузнецов,2024-01-25 12:47:09,736,+79455635895,исходящий
Ку_666,Кузнецов,2024-06-17 19:41:01,766,+79487157696,входящий
Ку_667,Кузнецов,2024-02-28 19:58:58,794,+79895956334,исходящий
Ку_668,Кузнецов,2024-10-27 12:15:44,751,+79969768720,внутренний
Ку_669,Кузнецов,2024-02-10 14:00:11,805,+79488034147,входящий
Ку_670,Кузнецов,2024-02-07 12:57:19,793,+79897717178,исходящий
Ку_671,Кузнецов,2024-04-26 13:29:39,823,+79936239053,исходящий
Ку_672,Кузнецов,2024-10-01 14:53:37,774,+79732338449,входящий
Ку_673,Кузнецов,2024-09-26 13:52:52,760,+79667861313,исходящий
Ку_674,Кузнецов,2024-05-06 13:07:31,714,+79749306508,внутренний
Ку_675,Кузнецов,2024-01-03 15:04:51,738,+79498994177,исходящий
Ку_676,Кузнецов,2024-10-19 15:27:21,756,+79355821370,внутренний
Ку_677,Кузнецов,2024-01-16 18:20:07,759,+79798198840,входящий
Ку_678,Кузнецов,2024-09-21 14:20:53,832,+79396295778,входящий
Ку_679,Кузнецов,2024-08-26 15:48:02,756,+79325521538,внутренний
Ку_680,Кузнецов,2024-09-19 14:21:04,709,+79727416570,исходящий
Ку_681,Кузнецов,2024-05-13 13:17:09,782,+79512369856,исходящий
Ку_682,Кузнецов,2024-07-31 18:10:44,780,+79193663759,внутренний
Ку_683,Кузнецов,2024-01-15 17:35:10,748,+79214209107,исходящий
Ку_684,Кузнецов,2024-11-23 19:15:59,826,+79240107634,внутренний
Ку_685,Кузнецов,2024-12-25 12:08:06,705,+79775983431,входящий
Ку_686,Кузнецов,2024-05-08 18:49:10,799,+79897347186,входящий
Ку_687,Кузнецов,2024-12-17 12:56:31,753,+79746215549,входящий
Ку_688,Кузнецов,2024-05-01 13:00:00,733,+79229229499,внутренний
Ку_689,Кузнецов,2024-08-28 14:59:05,834,+79144065218,входящий
Ку_690,Кузнецов,2024-04-24 16:26:44,784,+79729815562,внутренний
Ку_691,Кузнецов,2024-07-15 19:44:08,753,+79802608498,внутренний
Ку_692,Кузнецов,2024-08-09 15:09:40,752,+79977686393,исходящий
Ку_693,Кузнецов,2024-08-01 16:33:28,770,+79304476522,исходящий
Ку_694,Кузнецов,2024-03-20 18:15:11,748,+79307154333,исходящий
Ку_695,Кузнецов,2024-09-19 12:38:11,801,+79856622973,исходящий
Ку_696,Кузнецов,2024-05-14 19:39:05,764,+79578641679,исходящий
Ку_697,Кузнецов,2024-11-01 16:22:26,792,+79205911113,исходящий
Ку_698,Кузнецов,2024-08-29 12:35:15,768,+79180401357,внутренний
Ку_699,Кузнецов,2024-10-29 15:07:33,788,+79686884756,внутренний
Ку_700,Кузнецов,2024-09-26 13:39:23,802,+79764657323,внутренний
Ку_701,Кузнецов,2024-10-13 15:29:49,812,+79468183891,внутренний
Ку_702,Кузнецов,2024-02-19 15:17:03,777,+79423707839,исходящий
Ку_703,Кузнецов,2024-07-07 15:07:50,736,+79878839339,исходящий
Ку_704,Кузнецов,2024-10-23 14:43:54,757,+79609166776,внутренний
Ку_705,Кузнецов,2024-01-14 19:31:11,761,+79917104656,исходящий
Ку_706,Кузнецов,2024-08-19 14:42:59,745,+79316894903,внутренний
Ку_707,Кузнецов,2024-09-17 12:03:41,740,+79672903058,исходящий
Ку_708,Кузнецов,2024-07-10 17:18:13,767,+79873920320,исходящий
Ку_709,Кузнецов,2024-07-21 18:16:21,732,+79265004433,внутренний
Ку_710,Кузнецов,2024-09-17 19:02:06,726,+79147041818,внутренний
Ку_711,Кузнецов,2024-04-22 12:59:34,711,+79237258508,входящий
Ку_712,Кузнецов,2024-12-17 14:10:50,776,+79305843534,внутренний
Ку_713,Кузнецов,2024-02-05 12:31:32,772,+79549052318,исходящий
Ку_714,Кузнецов,2024-03-19 13:04:57,752,+79691090234,входящий
Ку_715,Кузнецов,2024-10-01 15:46:28,792,+79864078040,внутренний
Ку_716,Кузнецов,2024-10-04 17:26:12,732,+79371147197,исходящий
Ку_717,Кузнецов,2024-06-10 17:14:49,773,+79915351389,исходящий
Ку_718,Кузнецов,2024-11-07 13:20:14,763,+79701666987,исходящий
Ку_719,Кузнецов,2024-01-17 13:15:47,740,+79472952982,исходящий
Ку_720,Кузнецов,2024-07-22 18:55:12,747,+79493002419,исходящий
Ку_721,Кузнецов,2024-01-17 18:57:14,745,+79581554115,исходящий
Ку_722,Кузнецов,2024-07-20 13:30:37,769,+79776312005,входящий
Ку_723,Кузнецов,2024-07-28 19:03:56,780,+79870222796,внутренний
Ку_724,Кузнецов,2024-03-18 18:09:13,749,+79226088358,исходящий
Ку_725,Кузнецов,2024-02-25 19:11:24,740,+79568286479,внутренний
Ку_726,Кузнецов,2024-03-20 17:08:29,766,+79172701447,исходящий
Ку_727,Кузнецов,2024-11-01 15:40:22,712,+79618424689,исходящий
Ку_728,Кузнецов,2024-02-27 16:12:21,763,+79549902288,исходящий
Ку_729,Кузнецов,2024-01-18 14:02:44,809,+79662385981,исходящий
Ку_730,Кузнецов,2024-07-26 12:17:08,741,+79641025679,исходящий
Ку_731,Кузнецов,2024-05-14 13:54:29,756,+79949206491,исходящий
Ку_732,Кузнецов,2024-11-27 19:26:10,793,+79123487997,исходящий
Ку_733,Кузнецов,2024-01-10 17:14:56,784,+79279245228,входящий
Ку_734,Кузнецов,2024-03-09 16:38:10,764,+79743336344,исходящий
Ку_735,Кузнецов,2024-12-06 14:36:35,760,+79394364860,входящий
Ку_736,Кузнецов,2024-03-23 15:05:26,725,+79848082615,входящий
Ку_737,Кузнецов,2024-04-18 19:55:13,777,+79238442086,внутренний
Ку_738,Кузнецов,2024-02-13 19:53:29,721,+79411016150,исходящий
Ку_739,Кузнецов,2024-05-11 16:00:46,700,+79148796435,исходящий
Ку_740,Кузнецов,2024-01-18 18:47:55,792,+79707925535,исходящий
Ку_741,Кузнецов,2024-04-02 15:15:20,773,+79165276405,внутренний
Ку_742,Кузнецов,2024-10-20 18:37:14,788,+79952970175,исходящий
Ку_743,Кузнецов,2024-05-27 14:58:36,740,+79844965656,внутренний
Ку_744,Кузнецов,2024-06-20 12:26:02,776,+79304215938,исходящий
Ку_745,Кузнецов,2024-02-20 12:30:46,749,+79895336885,внутренний
Ку_746,Кузнецов,2024-01-19 12:27:33,752,+79974598695,внутренний
Ку_747,Кузнецов,2024-04-29 18:30:51,791,+79526805744,внутренний
Ку_748,Кузнецов,2024-11-19 13:28:31,757,+79631530009,входящий
Ку_749,Кузнецов,2024-08-12 15:05:35,741,+79835184880,входящий
Ку_750,Кузнецов,2024-03-06 12:44:46,721,+79671735145,входящий
Ку_751,Кузнецов,2024-05-20 18:13:08,773,+79651353212,входящий
Ку_752,Кузнецов,2024-07-07 17:18:15,794,+79180515099,внутренний
Ку_753,Кузнецов,2024-06-06 13:01:30,738,+79277723833,входящий
Ку_754,Кузнецов,2024-04-07 16:10:45,782,+79570025055,входящий
Ку_755,Кузнецов,2024-06-06 19:54:36,734,+79906087827,входящий
Ку_756,Кузнецов,2024-09-02 12:29:29,784,+79646833484,входящий
Ку_757,Кузнецов,2024-12-09 14:55:45,763,+79512478375,входящий
Ку_758,Кузнецов,2024-08-23 18:11:50,770,+79703978257,внутренний
Ку_759,Кузнецов,2024-02-02 17:40:29,741,+79936844498,исходящий
Ку_760,Кузнецов,2024-12-26 12:55:40,773,+79519024421,входящий
Ку_761,Кузнецов,2024-08-28 13:24:57,744,+79530408291,исходящий
Ку_762,Кузнецов,2024-11-25 17:33:02,749,+79751995775,исходящий
Ку_763,Кузнецов,2024-12-03 16:27:48,716,+79391514667,входящий
Ку_764,Кузнецов,2024-10-01 16:44:39,739,+79322183597,исходящий
Ку_765,Кузнецов,2024-03-11 15:50:43,746,+79297639735,внутренний
Ку_766,Кузнецов,2024-11-08 13:39:56,771,+79103866057,внутренний
Ку_767,Кузнецов,2024-08-03 17:47:59,780,+79271801968,внутренний
Ку_768,Кузнецов,2024-03-19 12:32:58,744,+79714070777,входящий
Ку_769,Кузнецов,2024-06-17 17:56:03,757,+79333869257,внутренний
Ку_770,Кузнецов,2024-10-24 13:24:23,812,+79735776226,внутренний
Ку_771,Кузнецов,2024-06-28 19:39:02,766,+79848099284,внутренний
Ку_772,Кузнецов,2024-04-25 17:23:11,746,+79109514769,входящий
Ку_773,Кузнецов,2024-09-16 13:35:45,711,+79948950616,внутренний
Ку_774,Кузнецов,2024-09-16 15:08:21,736,+79650610164,внутренний
Ку_775,Кузнецов,2024-01-05 15:34:07,735,+79589026038,внутренний
Ку_776,Кузнецов,2024-10-23 19:47:48,821,+79640970200,входящий
Ку_777,Кузнецов,2024-04-17 15:48:47,736,+79859945091,внутренний
Ку_778,Кузнецов,2024-12-08 15:20:22,763,+79873715986,внутренний
Ку_779,Кузнецов,2024-12-25 16:32:43,773,+79663793062,исходящий
Ку_780,Кузнецов,2024-04-26 18:17:03,795,+79377921559,исходящий
Ку_781,Кузнецов,2024-12-22 13:23:22,762,+79425784189,внутренний
Ку_782,Кузнецов,2024-11-26 19:31:32,746,+79336584331,исходящий
Ку_783,Кузнецов,2024-11-26 13:30:45,744,+79418218082,исходящий
Ку_784,Кузнецов,2024-01-13 16:28:39,772,+79860482698,исходящий
Ку_785,Кузнецов,2024-05-21 17:51:43,741,+79388315411,внутренний
Ку_786,Кузнецов,2024-07-06 13:12:57,729,+79692867539,входящий
Ку_787,Кузнецов,2024-10-07 19:05:05,746,+79227886302,исходящий
Ку_788,Кузнецов,2024-04-24 18:57:11,722,+79283726992,исходящий
Ку_789,Кузнецов,2024-08-23 16:04:06,817,+79340442416,внутренний
Ку_790,Кузнецов,2024-12-03 14:17:07,780,+79148976013,исходящий
Ку_791,Кузнецов,2024-01-10 14:31:09,810,+79672911909,внутренний
Ку_792,Кузнецов,2024-07-17 15:33:40,776,+79355783312,внутренний
Ку_793,Кузнецов,2024-09-08 12:18:26,808,+79413364355,входящий
Ку_794,Кузнецов,2024-02-19 14:30:22,773,+79141973293,исходящий
Ку_795,Кузнецов,2024-05-21 18:28:47,784,+79786781749,входящий
Ку_796,Кузнецов,2024-09-27 12:18:12,698,+79259063545,исходящий
Ку_797,Кузнецов,2024-01-16 13:01:55,734,+79398238769,исходящий
Ку_798,Кузнецов,2024-01-02 15:53:33,763,+79242776948,внутренний
Ку_799,Кузнецов,2024-06-06 17:26:37,764,+79390377213,внутренний
Ку_800,Кузнецов,2024-01-30 17:41:41,760,+79948923178,входящий
Ку_801,Кузнецов,2024-03-22 17:31:37,775,+79155319151,входящий
Ку_802,Кузнецов,2024-01-31 19:29:19,777,+79789785833,исходящий
Ку_803,Кузнецов,2024-08-23 14:57:50,788,+79367370380,исходящий
Ку_804,Кузнецов,2024-11-28 16:10:50,782,+79984130042,входящий
Ку_805,Кузнецов,2024-05-27 16:14:30,798,+79325456128,внутренний
Ку_806,Кузнецов,2024-06-25 17:18:49,798,+79674016932,внутренний
Ку_807,Кузнецов,2024-02-04 12:09:22,767,+79224752527,исходящий
Ку_808,Кузнецов,2024-01-23 16:29:10,824,+79101503196,внутренний
Ку_809,Кузнецов,2024-04-15 14:45:34,803,+79796477802,исходящий
Ку_810,Кузнецов,2024-04-06 16:11:11,738,+79473084374,внутренний
Ку_811,Кузнецов,2024-08-17 14:10:15,774,+79779338069,исходящий
Ку_812,Кузнецов,2024-08-14 13:02:20,707,+79749785103,входящий
Ку_813,Кузнецов,2024-04-09 14:28:16,712,+79496329017,внутренний
Ку_814,Кузнецов,2024-02-24 17:11:13,747,+79448495661,исходящий
Ку_815,Кузнецов,2024-07-13 12:42:20,736,+79189384877,внутренний
Ку_816,Кузнецов,2024-01-08 17:09:23,747,+79857483748,исходящий
Ку_817,Кузнецов,2024-11-10 19:34:10,772,+79689779617,входящий
Ку_818,Кузнецов,2024-05-07 16:07:58,799,+79383508835,входящий
Ку_819,Кузнецов,2024-02-01 12:25:59,797,+79875327062,исходящий
Ку_820,Кузнецов,2024-04-02 19:49:09,774,+79243464363,исходящий
Ку_821,Кузнецов,2024-01-07 19:59:20,729,+79538454827,исходящий
Ку_822,Кузнецов,2024-09-14 14:00:47,745,+79756573836,исходящий
Ку_823,Кузнецов,2024-12-06 17:41:45,781,+79416641463,исходящий
Ку_824,Кузнецов,2024-08-07 16:30:57,737,+79448574326,внутренний
Ку_825,Кузнецов,2024-08-27 16:48:36,724,+79161486139,исходящий
Ку_826,Кузнецов,2024-04-15 14:51:36,777,+79772114391,внутренний
Ку_827,Кузнецов,2024-02-05 19:21:44,760,+79976089749,исходящий
Ку_828,Кузнецов,2024-02-14 13:46:30,755,+79111175709,исходящий
Ку_829,Кузнецов,2024-10-24 12:08:43,795,+79984690021,входящий
Ку_830,Кузнецов,2024-11-04 13:19:01,794,+79481697128,исходящий
Ку_831,Кузнецов,2024-12-31 18:39:53,815,+79335449670,входящий
Ку_832,Кузнецов,2024-01-09 15:28:22,742,+79884343358,исходящий
Ку_833,Кузнецов,2024-03-27 13:20:03,775,+79400314642,входящий
Ку_834,Кузнецов,2024-11-26 15:37:33,762,+79289768018,исходящий
Ку_835,Кузнецов,2024-06-25 15:50:59,772,+79374864174,внутренний
Ку_836,Кузнецов,2024-05-09 16:12:01,728,+79116791698,исходящий
Ку_837,Кузнецов,2024-07-13 13:34:54,720,+79677016715,входящий
Ку_838,Кузнецов,2024-01-11 19:43:42,761,+79805789384,входящий
Ку_839,Кузнецов,2024-11-01 13:32:25,737,+79935570846,внутренний
Ку_840,Кузнецов,2024-05-01 15:31:20,790,+79938069654,входящий
Ку_841,Кузнецов,2024-08-22 12:58:42,717,+79726271965,исходящий
Ку_842,Кузнецов,2024-11-26 17:25:09,719,+79214292012,исходящий
Ку_843,Кузнецов,2024-01-31 18:23:24,749,+79875888196,исходящий
Ку_844,Кузнецов,2024-12-13 17:00:18,716,+79900764212,исходящий
Ку_845,Кузнецов,2024-08-11 17:22:19,812,+79838858273,внутренний
Ку_846,Кузнецов,2024-06-01 19:55:35,756,+79510148951,входящий
Ку_847,Кузнецов,2024-07-30 13:13:46,744,+79802038944,входящий
Ку_848,Кузнецов,2024-04-01 19:47:26,776,+79376322265,входящий
